,NAME,ONLINE_ORDER,BOOK_TABLE,RATE,DISH_LIKED,APPROX_COST(FOR TWO PEOPLE)
8141,Red Chillies Restaurant,No,No,2.9/5,"Coffee, Kerala Parotta, Thalassery Dum Biriyani, Appam, Noodles, Malabari Biryani, Thalassery Chicken Curry",150
8149,Udupi Grand,No,No,2.9/5,"Filter Coffee, Idli, Vada, Masala Dosa, Tea, Pongal, Plain Dosa",450
8169,Breakfast House,No,No,3.6/5,"Coffee, Vada, Mla Dosa",300
8174,Kolkata Roll House,No,No,3.3/5,"Coffee, Vada, Mla Dosa",200
8175,Biryani & Kabab,No,No,3.2/5,"Coffee, Vada, Mla Dosa",150
8190,Boxes And Combos,No,No,NEW,"Coffee, Vada, Mla Dosa",500
8192,Quick Bites,No,No,NEW,"Coffee, Vada, Mla Dosa",250
8216,Ande Ka Funda,Yes,No,3.1/5,"Paratha, Lassi, Rolls",250
8224,Pani Puri,No,No,3.1/5,"Paratha, Lassi, Rolls",100
8234,The Grilled & Fried,Yes,No,3.3/5,"Burgers, Chicken Fries, Chicken Grill, Hot Wings, Chicken Roll",300
8242,Sri Sai Darshini Veg Restaurant,No,No,NEW,"Burgers, Chicken Fries, Chicken Grill, Hot Wings, Chicken Roll",300
8245,Bong Connections,No,No,NEW,"Burgers, Chicken Fries, Chicken Grill, Hot Wings, Chicken Roll",300
8251,Pablo's Gastrobar,No,No,4.0/5,"Cocktails, Beer, Potato Wedges, Pizza, Long Island Iced Tea, Peri Peri Fries, Chilli Chicken",1450
8260,AB's - Absolute Barbecues,No,Yes,4.9/5,"Tangdi Chicken, Bbq Buffet, Chocolate Icecreams, Kofta Curry, Mutton Seekh Kabab, Paneer Curry, Mutton Keema",1600
8261,The Globe Grub,No,Yes,4.4/5,"Prawn, Shahi Tukda, Barfi, Veg Mushroom, Pizza, Momos, Masala Lemonade",1300
8263,"3B's - Buddies, Bar & Barbecues",No,Yes,4.4/5,"Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka",1100
8264,Savoury Restaurant,Yes,No,3.9/5,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam",800
8266,Aaccord Restaurant,No,No,NEW,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam",700
8267,Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0/5,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles",1100
8268,The Black Pearl,No,Yes,4.7/5,"Chocolate Lollipop, Chocolate Biscuit, Fire Shots, Sangria, Chocolate Ganache, Paneer Makhani, Corn Fry",1400
8269,XOOX Brewmill,No,Yes,4.4/5,"Cocktails, Apple Cider, Craft Beer, Burgers, Stout, Seafood Salad, Noodles",2000
8270,Buff Buffet Buff,Yes,Yes,4.5/5,"Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads",1500
8271,Boho,No,Yes,4.2/5,"Barbecue Chicken Wings, Chilli Paneer, Cocktails, Chicken Steak, Sangria, Spicy Chicken, Burgers",1200
8274,Sultans of Spice,Yes,Yes,4.5/5,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh",1300
8275,Asia Kitchen By Mainland China,Yes,Yes,4.9/5,"Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup",1500
8276,Bonsouth,Yes,Yes,4.2/5,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa",1300
8277,Village - The Soul of India,No,Yes,4.1/5,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun",1000
8278,Punjab Bistro,Yes,Yes,4.4/5,"Chicken Shorba, Jumbo Prawns, Beer, Cocktails, Paan Shot, Butter Naan, Biryani",1500
8279,Toscano,Yes,Yes,4.5/5,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine",1500
8280,By The Blue - Grand Mercure,No,Yes,4.1/5,"Butter Naan, Mocktails, Cocktails, Sunday Brunch, Waffles, Gulab Jamun, Veg Platter",1500
8281,Salt - Indian Restaurant Bar & Grill,Yes,Yes,4.4/5,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani",1500
8282,Oye Amritsar,Yes,Yes,4.0/5,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",600
8283,Hunan,No,Yes,4.3/5,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea",1100
8284,Empire Restaurant,Yes,No,4.1/5,"Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma",750
8285,The Flying Trapeze,No,Yes,NEW,Friendly Staff,1500
8286,Naati Manae,Yes,Yes,3.9/5,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry",700
8287,Over The Top Terrace Lounge,No,Yes,3.9/5,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers",1400
